,title,release_date,popularity,vote_count,vote_average,genres,actor,director,id,recommed_count
664,사우스포,2015-03-24,107.412,4861,7.4,액션 드라마,"[131, 53714, 2178]",[20907],307081,7.270325789340198
665,호빗: 뜻밖의 여정,2012-11-26,107.376,16458,7.3,모험 판타지 액션,"[1327, 7060, 30315]",[108],49051,7.26334740854103
668,신데렐라,2015-03-12,107.161,6388,6.8,로맨스 판타지 가족 드라마,"[1016168, 112, 512991]",[11181],150689,6.9165407513489106
669,핸콕,2008-07-01,107.096,8425,6.3,판타지 액션,"[2888, 6885, 23532]",[36602],8960,6.555084045110773
675,주먹왕 랄프,2012-11-01,106.882,10962,7.3,가족 애니메이션 코미디 모험,"[4764, 7404, 58737]",[165787],82690,7.249780420215431
678,닌자터틀,2014-08-07,106.621,6047,5.9,SF 액션 모험 코미디,"[19537, 21200, 886]",[66739],98566,6.372640660360286
679,저스티스 리그,2017-11-15,106.556,11671,6.1,액션 모험 SF,"[880, 73968, 9273]",[12891],141052,6.351818453388103
680,프로젝트 X,2012-03-01,106.544,5416,6.8,코미디,"[1142720, 225694, 225695]",[1299380],57214,6.928718520679286
683,베스트 키드,2010-06-10,106.29,5163,6.5,액션 모험 드라마 가족,"[120724, 18897, 40036]",[21981],38575,6.76114926283111
692,아쿠아맨,2018-12-07,105.421,12164,6.9,액션 모험 판타지,"[117642, 55085, 5293]",[2127],297802,6.9503887650690785
693,다 큰 녀석들,2010-06-24,105.38,5155,6.3,코미디,"[19292, 32895, 2632]",[17494],38365,6.647344284853304
695,스파이더맨: 파 프롬 홈,2019-06-28,105.256,13324,7.5,액션 모험 SF,"[1136406, 2231, 131]",[1293994],429617,7.411513055163203
697,브라더 베어,2003-10-23,105.175,4681,7.2,모험 애니메이션 가족,"[73421, 61959, 61960]",[61952],10009,7.158321428663327
699,정글북,1967-10-18,105.023,5469,7.3,가족 애니메이션 모험,"[57331, 57329, 21877]",[57314],9325,7.2202928572270135
703,부산행,2016-07-20,104.881,6029,7.8,공포 스릴러 SF 액션,"[150903, 1278162, 127720]",[939147],396535,7.528829014559628
712,채피,2015-03-04,103.778,7069,6.8,범죄 액션 SF,"[82191, 76788, 6968]",[82194],198184,6.909296182506502
714,지오스톰,2017-10-13,103.562,4087,6.1,액션 SF 스릴러,"[17276, 5644, 38941]",[8676],274855,6.5913507687644195
715,존 윅,2014-10-22,103.475,16289,7.4,액션 스릴러,"[6384, 6283, 6972]",[40644],245891,7.34377891843166
717,카,2006-06-08,103.384,12069,6.9,애니메이션 모험 코미디 가족,"[887, 15897, 5149]",[7879],920,6.950688792187949
719,메이즈 러너: 데스 큐어,2018-01-10,103.378,6673,7.1,SF 액션 모험 스릴러,"[527393, 115150, 25663]",[1179066],336843,7.102986994919852
721,베놈,2018-09-28,103.176,13864,6.8,SF 액션,"[2524, 1812, 53240]",[91268],335983,6.86745575658359
723,아포칼립토,2006-12-07,102.746,4600,7.5,액션 드라마 역사,"[17678, 17688, 17689]",[2461],1579,7.320544388328861
724,헝거게임: 캣칭 파이어,2013-11-15,102.732,15335,7.4,모험 액션 SF,"[72129, 27972, 96066]",[10943],101299,7.3409884854772764
726,메이즈 러너: 스코치 트라이얼,2015-09-09,102.437,9165,6.7,SF 액션 스릴러 모험,"[527393, 1310760, 115150]",[1179066],294254,6.821518633005802
727,모범시민,2009-10-15,102.215,4220,7.3,드라마 범죄 스릴러,"[134, 17276, 17782]",[37932],22803,7.208011310061524
729,오즈의 마법사,1939-08-15,101.973,4696,7.6,모험 판타지 가족,"[9066, 9068, 9070]",[9049],630,7.377270995031312
732,스파이더맨,2002-05-01,101.928,16384,7.3,판타지 액션,"[2219, 5293, 205]",[7623],557,7.263213600363034
736,캐리비안의 해적: 죽은 자는 말이 없다,2017-05-23,101.753,10559,6.6,모험 액션 판타지,"[85, 3810, 118]",[20307],166426,6.736693643430856
741,어메이징 메리,2017-04-12,101.375,4567,8.1,드라마 코미디,"[16828, 1172108, 30083]",[87742],400928,7.644012738596795
743,더 이퀄라이저,2014-09-24,100.978,7513,7.2,스릴러 액션 범죄,"[5292, 20982, 56734]",[20907],156022,7.168676171537742
746,킬러의 보디가드,2017-08-16,100.819,5369,6.9,액션 코미디,"[10859, 2231, 64]",[143059],390043,6.987384082048483
750,센과 치히로의 행방불명,2001-07-20,100.493,13566,8.5,애니메이션 가족 판타지,"[19587, 19588, 19589]",[608],129,8.190072179656127
751,블레이드 러너 2049,2017-10-04,100.452,11268,7.5,SF 드라마,"[30614, 224513, 3]",[137427],335984,7.3995076995749445
755,히든 피겨스,2016-12-10,100.123,8213,8.1,드라마 역사,"[40036, 6944, 1005852]",[1141683],381284,7.781423231619036
757,타잔,1999-06-18,99.893,5844,7.4,가족 모험 애니메이션 드라마,"[3417, 6613, 515]",[15775],37135,7.283426482976229
759,토르: 다크 월드,2013-10-30,99.813,15473,6.6,액션 모험 판타지,"[74568, 524, 91606]",[47005],76338,6.701995954303358
760,인 타임,2011-10-27,99.766,9915,7.0,액션 스릴러 SF,"[12111, 71070, 2037]",[8685],49530,7.0304426983087245
761,아이스 에이지 3: 공룡시대,2009-06-26,99.745,7191,6.7,애니메이션 코미디 가족 모험,"[15757, 5723, 5724]",[5714],8355,6.843174115677414
763,드래곤 길들이기 2,2014-06-05,99.617,8405,7.7,판타지 액션 모험 애니메이션 코미디 가족,"[449, 112, 17276]",[69797],82702,7.512866298865733
766,가디언즈 오브 갤럭시 VOL. 2,2017-04-19,99.51,18935,7.6,모험 액션 SF,"[73457, 8691, 543530]",[15218],283995,7.516241167317764
767,존 카터: 바숨 전쟁의 서막,2012-03-07,99.457,4922,6.3,액션 모험 SF,"[60900, 21044, 2206]",[7],49529,6.656532661144269
769,헝거게임: 더 파이널,2015-11-18,99.228,10887,6.9,액션 모험 SF,"[72129, 27972, 96066]",[10943],131634,6.95474444455146
770,더 퍼지: 심판의 날,2016-06-29,99.163,4659,6.4,액션 공포 스릴러,"[31167, 81685, 34]",[53120],316727,6.722029219351517
772,스피릿,2002-05-24,99.14,3979,7.7,서부 애니메이션 모험 코미디 가족 드라마,"[1892, 2505, 16119]",[12079],9023,7.407557492607593
774,발레리안: 천 개 행성의 도시,2017-07-20,99.036,6564,6.6,모험 SF 액션,"[122889, 1289968, 2296]",[59],339964,6.788951165488872
776,크루즈 패밀리,2013-03-15,98.823,6217,6.9,애니메이션 모험 가족 판타지 코미디 액션,"[2963, 10859, 54693]",[66193],49519,6.980049458513186
784,명탐정 피카츄,2019-05-03,98.03,5865,7.0,액션 모험 판타지,"[1029934, 10859, 221192]",[65630],447404,7.043086830002945
785,쥬라기 월드: 폴른 킹덤,2018-06-06,98.023,10338,6.6,액션 모험 SF 스릴러,"[73457, 18997, 28847]",[51894],351286,6.738817469021281
788,다크 나이트 라이즈,2012-07-16,97.821,20160,7.8,액션 범죄 드라마 스릴러,"[3894, 3895, 64]",[525],49026,7.688186795282322
792,맨 오브 스틸,2013-06-12,97.531,13557,6.6,액션 모험 SF,"[73968, 9273, 335]",[15217],49521,6.7131995459129
793,씽,2016-11-23,97.421,7032,7.1,애니메이션 코미디 가족 음악,"[10297, 368, 52139]",[52842],335797,7.102888778105763
795,벅스 라이프,1998-11-25,97.1,7987,7.0,모험 애니메이션 코미디 가족,"[21290, 1979, 15886]",[7879],9487,7.0353861432964475
802,바스터즈: 거친 녀석들,2009-08-19,96.6,19425,8.2,드라마 액션 스릴러 전쟁,"[287, 19119, 27319]",[138],16869,8.01798033886829
803,쥬만지: 넥스트 레벨,2019-12-04,96.477,7278,7.0,모험 코미디 판타지,"[18918, 55638, 70851]",[51851],512200,7.0376334359869865
809,캡틴 마블,2019-03-06,96.067,13657,6.9,액션 모험 SF,"[60073, 2231, 77335]",[53068],299537,6.9461004206440595
813,테이큰 2,2012-09-27,95.716,5877,6.3,액션 범죄 스릴러,"[3896, 11825, 10696]",[75035],82675,6.62165724463369
814,드래곤 길들이기 3,2019-01-03,95.573,5364,7.8,애니메이션 가족 모험,"[449, 59174, 1164]",[69797],166428,7.509334019390131
817,퍼시픽 림: 업라이징,2018-03-21,95.139,4172,6.1,액션 판타지 SF 모험,"[236695, 928572, 1683343]",[1213074],268896,6.5861677437774535
823,램페이지,2018-04-11,94.813,6094,6.4,액션 모험 SF,"[18918, 2038, 50463]",[132876],427641,6.6757254187734185
824,닥터 스트레인지,2016-10-25,94.798,19836,7.4,액션 모험 판타지,"[71580, 5294, 53714]",[55499],284052,7.352185299694744
825,쿠스코? 쿠스코!,2000-12-15,94.672,5687,7.6,모험 애니메이션 코미디 가족 판타지,"[60950, 1230, 70243]",[61411],11688,7.400327972355449
826,몬스터 대학교,2013-06-19,94.643,9386,7.0,애니메이션 가족,"[7904, 1230, 884]",[225976],62211,7.031656093984232
827,이상한 나라의 앨리스,2010-03-03,94.568,12508,6.6,가족 판타지 모험,"[76070, 85, 1813]",[510],12155,6.7204428253848185
828,몬스터 호텔,2012-09-20,94.565,7607,7.0,애니메이션 코미디 가족 판타지,"[19292, 62861, 77948]",[185438],76492,7.036556136723111
832,마다가스카,2005-05-25,94.181,9459,6.9,가족 애니메이션 모험 코미디,"[7399, 2632, 14409]",[18863],953,6.960602448809196
833,호빗: 스마우그의 폐허,2013-12-11,94.042,11470,7.6,판타지 모험 액션,"[1327, 7060, 30315]",[108],57158,7.475523552966835
835,블라인드 사이드,2009-11-20,93.853,5363,7.7,드라마,"[18277, 74428, 112560]",[54040],22881,7.451317945654527
836,픽셀,2015-07-16,93.633,6658,5.7,액션 코미디 SF,"[19292, 32895, 11705]",[10965],257344,6.218962412685766
838,굿 다이노,2015-11-14,93.621,4812,6.7,모험 애니메이션 가족,"[3910, 963134, 2954]",[21198],105864,6.882333832991345
840,스파이더맨 3,2007-05-01,93.459,12163,6.4,판타지 액션 모험,"[2219, 205, 17051]",[7623],559,6.571458637881408
846,더 이퀄라이저 2,2018-07-19,92.863,4177,6.7,액션 스릴러 범죄,"[5292, 1253360, 1152019]",[20907],345887,6.896693498618221
847,해피 피트,2006-11-16,92.781,4415,6.1,애니메이션 코미디 가족,"[109, 2157, 328]",[20629],9836,6.571935872709157
853,쿵푸팬더,2008-06-04,92.305,9753,7.2,액션 모험 애니메이션 가족 코미디,"[70851, 4483, 11701]",[57741],9502,7.1738206378296585
855,다크 나이트,2008-07-14,92.236,28606,8.5,드라마 액션 범죄 스릴러,"[3894, 1810, 3895]",[525],155,8.333532551993066
861,데스티네이션,2000-03-17,91.242,4645,6.6,공포,"[50398, 17303, 43442]",[57134],9532,6.831454657057639
863,주먹왕 랄프 2: 인터넷 속으로,2018-11-20,91.099,6505,7.2,가족 애니메이션 코미디 모험,"[4764, 7404, 90633]",[165787],404368,7.165637540117286
867,헬프,2011-08-09,90.554,6797,8.2,드라마,"[54693, 19492, 6944]",[55789],50014,7.802821274862746
869,터미네이터 2: 심판의 날,1991-07-03,90.5,10824,8.1,액션 스릴러 SF,"[1100, 2713, 820]",[2710],280,7.837970066577751
871,알라딘,2019-05-22,90.312,8883,7.1,모험 판타지 로맨스 가족,"[2888, 1515478, 240724]",[956],420817,7.102470019528445
872,슈퍼배드,2010-07-08,90.283,13550,7.2,가족 애니메이션 코미디 범죄,"[4495, 17743, 124750]",[124747],20352,7.179521660894627
880,엑스맨: 아포칼립스,2016-05-18,89.802,11633,6.5,액션 모험 SF 판타지,"[5530, 72129, 17288]",[9032],246655,6.652273966064742
883,퀸카로 살아남는 법,2004-04-30,89.616,7437,7.2,코미디,"[49265, 53714, 22082]",[54050],10625,7.16846592593471
888,미녀와 야수,2017-03-16,89.078,14362,7.0,가족 판타지 로맨스,"[10990, 221018, 114019]",[15557],321612,7.023023875458062
889,아이스 에이지 2,2006-03-29,88.932,8574,6.7,애니메이션 가족 코미디 모험,"[15757, 5723, 5724]",[5714],950,6.827282478279191
890,나는 전설이다,2007-12-12,88.924,13776,7.2,드라마 SF 스릴러,"[2888, 8602, 49918]",[10943],6479,7.179783698299101
894,대부,1972-03-14,88.585,16929,8.7,드라마 범죄,"[3084, 1158, 3085]",[1776],238,8.40280757527546
896,고질라: 킹 오브 몬스터,2019-05-29,88.497,5067,6.7,SF 액션,"[3497, 21657, 1356210]",[11012],373571,6.8771405874409375
898,쏘우,2004-10-01,88.308,7730,7.4,공포 미스테리 범죄,"[2130, 2128, 2047]",[2127],176,7.302353622534325
901,트리플 엑스 리턴즈,2017-01-13,88.279,7310,6.0,액션 모험 범죄,"[12835, 1341, 53975]",[40256],47971,6.3846141192710535
902,원더 우먼,2017-05-30,88.179,18128,7.2,액션 모험 판타지,"[90633, 62064, 935]",[6884],297762,7.183780307048184
906,밤비,1942-02-11,87.793,4888,7.0,애니메이션 드라마 가족,"[30161, 31704, 31703]",[5446],3170,7.047884622675943
907,아메리칸 사이코,2000-04-13,87.616,8616,7.4,스릴러 드라마 범죄,"[3894, 5293, 7499]",[16378],1359,7.309273690558209
908,트랜스포머: 최후의 기사,2017-06-16,87.446,5213,6.1,액션 모험 SF,"[13240, 19536, 2283]",[865],335988,6.530546178630479
913,스카페이스,1983-12-09,86.704,9772,8.2,액션 범죄 드라마,"[1158, 1159, 1160]",[1150],111,7.889335164691662
914,킹스맨: 시크릿 에이전트,2015-01-24,86.562,14838,7.6,범죄 코미디 액션 모험,"[5472, 2231, 2983]",[957],207703,7.497913890160154
915,타이탄,2010-03-31,86.546,5527,5.9,모험 판타지 액션,"[65731, 59620, 1019]",[18865],18823,6.398750629911687
917,탑 건,1986-05-16,85.933,6707,7.0,액션 드라마,"[500, 11084, 5576]",[893],744,7.039662010701285
918,그린 마일,1999-12-10,85.925,14635,8.5,판타지 드라마 범죄,"[31, 52, 5149]",[4027],497,8.207960675954793
919,퍼스트 어벤져,2011-07-22,85.906,19228,7.0,액션 모험 SF,"[16828, 2176, 1331]",[4945],1771,7.018176848635403
921,더 프레데터,2018-09-05,85.659,3984,5.6,SF 액션 모험,"[467645, 1650301, 1225953]",[1108],346910,6.344668320121818
926,파이브 피트,2019-03-14,85.343,4951,8.3,로맨스 드라마,"[1286328, 56730, 57412]",[88675],527641,7.7758786555798025
928,인서전트,2015-03-18,85.299,9113,6.4,액션 모험 SF 스릴러,"[94185, 587020, 6944]",[57270],262500,6.611688566763498
931,익스펜더블,2010-08-03,85.098,6764,6.2,스릴러 모험 액션,"[16483, 976, 1336]",[16483],27578,6.531355838437438
932,더 퍼지,2013-05-31,84.918,7445,6.3,SF 공포 스릴러,"[569, 17286, 81083]",[53120],158015,6.577145854678202
933,악마는 프라다를 입는다,2006-06-29,84.914,10367,7.4,코미디 드라마 로맨스,"[1813, 5064, 5081]",[5065],350,7.320419538297813
936,월-E,2008-06-22,84.683,16350,8.1,애니메이션 가족 SF,"[670, 72754, 60074]",[7],10681,7.9095245937615495
940,신비한 동물사전,2016-11-16,84.387,17170,7.3,액션 모험 판타지,"[37632, 77795, 58873]",[11343],259316,7.264586800881398
942,쿵푸팬더 3,2016-01-23,84.004,4902,6.9,액션 모험 애니메이션 코미디 가족,"[70851, 17419, 4483]",[142312],140300,6.9920277286480115
943,파라노말 액티비티,2007-09-14,83.99,4359,6.0,공포 미스테리,"[90596, 90597, 90598]",[90591],23827,6.522272853773041
946,나니아 연대기: 캐스피언 왕자,2008-05-15,83.844,5524,6.6,모험 가족 판타지,"[5526, 5527, 5528]",[5524],2454,6.809834184841521
949,수어사이드 스쿼드,2016-08-03,83.771,19299,5.9,액션 모험 판타지,"[2888, 7499, 234352]",[19769],297761,6.102490389448295
952,헨젤과 그레텔 마녀 사냥꾼,2013-01-17,83.474,6043,6.0,판타지 공포 액션,"[17604, 59620, 10696]",[76927],60304,6.433693189581904
957,크로니클,2012-02-01,83.046,4569,6.8,SF 드라마 스릴러,"[122889, 558466, 135651]",[934803],76726,6.941613208676371
958,드래곤 길들이기,2010-03-18,82.732,11326,7.8,판타지 모험 애니메이션 가족,"[449, 17276, 24264]",[66193],10191,7.62325398891393
962,글래스,2019-01-16,82.349,7237,6.7,스릴러 드라마 SF,"[5530, 62, 2231]",[11614],450465,6.842582008393304
963,23 아이덴티티,2016-11-15,82.266,15480,7.3,공포 스릴러,"[5530, 1397778, 52462]",[11614],381288,7.261496420497713
972,엑스맨: 데이즈 오브 퓨처 패스트,2014-05-15,81.334,13766,7.5,액션 모험 SF,"[6968, 5530, 17288]",[9032],127585,7.413728737783748
974,이상한 나라의 앨리스,1951-07-28,81.085,5123,7.2,애니메이션 가족 판타지 모험,"[67228, 5833, 29283]",[11429],12092,7.1603662647750825
982,알리타: 배틀 엔젤,2019-01-31,80.398,7801,7.2,액션 SF 모험,"[973667, 27319, 6161]",[2294],399579,7.169448077296032
983,인턴,2015-09-23,80.273,5794,7.2,코미디,"[380, 1813, 14343]",[17698],257211,7.1631136032395375
984,터미네이터 4: 미래전쟁의 시작,2009-05-20,80.251,5612,6.0,액션 SF 스릴러,"[3894, 65731, 56455]",[36425],534,6.453373307997339
986,인시디어스,2010-09-13,80.003,5764,6.9,공포 스릴러,"[9827, 17178, 17181]",[2127],49018,6.983807220658935
990,러브 & 드럭스,2010-11-22,79.951,4379,7.0,드라마 코미디 로맨스,"[131, 1813, 17485]",[9181],43347,7.050833597018599
993,프린세스 다이어리,2001-08-03,79.831,4303,6.9,코미디 가족 로맨스,"[1813, 5823, 115730]",[1201],9880,6.9987592721160965
996,줄무늬 파자마를 입은 소년,2008-05-07,79.529,6092,7.9,전쟁 드라마 역사,"[77996, 224188, 21657]",[55299],14574,7.591595477987444
999,테넷,2020-08-22,79.37,7749,7.2,액션 스릴러 SF,"[1117313, 11288, 1133349]",[525],577922,7.169311532390092
1002,애나벨: 인형의 주인,2017-08-03,79.33,4914,6.6,공포 미스테리 스릴러,"[929937, 1379123, 1883866]",[1302082],396422,6.824379509018035
1007,콰이어트 플레이스,2018-04-03,79.125,12157,7.4,공포 드라마 SF,"[5081, 17697, 1815539]",[17697],447332,7.329298739597252
1014,아메리칸 파이,1999-07-09,78.737,6696,6.5,코미디 로맨스,"[21593, 21594, 21403]",[3289],2105,6.723316923016322
1018,아이스 에이지 4: 대륙 이동설,2012-06-27,78.651,6640,6.3,애니메이션 코미디 모험 가족,"[15757, 5723, 5724]",[71729],57800,6.598341219775671
1019,아메리칸 파이: 19금 동창회,2012-04-04,78.598,3921,6.3,코미디,"[21593, 21595, 57599]",[68843],71552,6.702246660606983
1021,마다가스카 3: 이번엔 서커스다!,2012-06-06,78.421,5307,6.6,애니메이션 가족 코미디 모험,"[7399, 2632, 14409]",[12080],80321,6.814787303313251
1023,가디언즈,2012-11-21,78.389,5834,7.4,가족 애니메이션 판타지 액션 모험,"[62064, 7447, 9642]",[151007],81188,7.283306551374354
1026,페르시아의 왕자: 시간의 모래,2010-05-19,78.188,6018,6.3,모험 판타지 액션,"[131, 59620, 2282]",[10723],9543,6.617077915928788
1028,그린 랜턴: 반지의 선택,2011-06-16,78.116,6419,5.2,모험 액션 스릴러 SF,"[10859, 59175, 133]",[10702],44912,5.919547761218702
1029,에이리언: 커버넌트,2017-05-09,78.092,7357,6.1,SF 공포 미스테리,"[17288, 77795, 8289]",[578],126889,6.448442557979073
1032,테이큰,2008-02-18,77.948,9835,7.4,액션 스릴러,"[3896, 11825, 2221]",[35453],8681,7.317333990187211
1035,워 독,2016-08-17,77.789,4161,6.9,코미디 범죄 드라마,"[996701, 21007, 224513]",[57130],308266,7.000502010607521
1036,쿵푸팬더 2,2011-05-25,77.757,5861,6.9,애니메이션 가족,"[70851, 11701, 4483]",[142312],49444,6.982973189633602
1040,앤트맨,2015-07-14,77.507,17655,7.1,SF 액션 모험,"[22226, 3392, 19034]",[59026],102899,7.101464169693083
1048,쇼생크 탈출,1994-09-23,77.124,22683,8.7,드라마 범죄,"[504, 192, 4029]",[4027],278,8.46716999809397
1054,타운,2010-09-15,76.868,4249,7.2,범죄 드라마 스릴러,"[880, 15556, 17604]",[880],23168,7.1561081351393625
1056,슈퍼배드 3,2017-06-15,76.602,6208,6.4,액션 애니메이션 코미디 가족 모험,"[4495, 41091, 34517]",[8023],324852,6.672611420582397
1057,기생충,2019-05-30,76.393,14723,8.5,코미디 스릴러 드라마,"[20738, 115290, 556435]",[21684],496243,8.209341699143357
1058,잭 리처,2012-12-20,76.37,6066,6.6,범죄 드라마 스릴러 액션,"[500, 10882, 28633]",[9033],75780,6.798406318263536
1063,알라딘,1992-11-25,76.08,9956,7.6,애니메이션 가족 모험 판타지 로맨스,"[15827, 2157, 15829]",[15810],812,7.461908660551851
1065,나쁜 녀석들 2,2003-07-18,75.924,4615,6.6,모험 액션 코미디 스릴러 범죄,"[2888, 78029, 17773]",[865],8961,6.832271459752819
1067,좀비랜드,2009-10-07,75.628,10782,7.3,코미디 공포,"[57755, 44735, 54693]",[91268],19908,7.249164145034001
1073,매트릭스,1999-03-30,74.923,22364,8.2,액션 SF,"[6384, 2975, 530]",[9339],603,8.038359606832714
1077,101마리의 달마시안 개,1961-01-25,74.785,5448,7.2,모험 애니메이션 코미디 가족,"[8229, 22602, 71779]",[11429],12230,7.161746269483471
1081,애나벨,2014-10-02,74.677,5397,5.7,공포,"[82809, 94436, 34842]",[26714],250546,6.289458114764486
1087,루시,2014-07-25,74.278,14463,6.4,액션 SF,"[1245, 192, 64880]",[59],240832,6.549966738206916
1089,터미네이터: 다크 페이트,2019-10-23,74.041,4235,6.5,SF 액션 모험,"[1110405, 1596934, 2713]",[55252],290859,6.790991217751351
1090,레이디와 트램프,1955-06-22,74.028,4579,7.1,가족 애니메이션 로맨스,"[64871, 64872, 64870]",[11429],10340,7.103725892422766
1095,시카리오:  암살자의 도시,2015-09-17,73.805,7257,7.4,액션 범죄 스릴러,"[5081, 1121, 16851]",[137427],273481,7.2982087121384485
1105,잭 더 자이언트 킬러,2013-02-27,73.235,4450,5.8,판타지 액션 모험 가족,"[73357, 3292, 3061]",[9032],81005,6.409805623723454
1109,위플래쉬,2014-10-10,72.856,12746,8.4,드라마 음악,"[996701, 18999, 781]",[136495],244786,8.09815654637799
1119,레버넌트: 죽음에서 돌아온 자,2015-12-25,72.331,16290,7.5,서부 드라마 모험,"[6193, 2524, 93210]",[223],281957,7.424521197430548
1120,친구와 연인사이,2011-01-21,72.293,4144,6.3,코미디 로맨스,"[524, 18976, 8945]",[8858],41630,6.691075925200338
1121,대부 3,1990-12-25,72.276,5169,7.4,범죄 드라마 스릴러,"[1158, 3092, 3094]",[1776],242,7.27473657419754
1122,피터 팬,1953-02-05,72.272,4670,7.2,애니메이션 가족 모험 판타지,"[50997, 67228, 16421]",[11429],10693,7.1582678447123325
1125,아이언 자이언트,1999-08-06,72.139,4728,7.9,가족 애니메이션 SF 드라마,"[116027, 4491, 18688]",[7087],10386,7.542760585019586
1128,배트맨 비긴즈,2005-06-10,72.027,18379,7.7,액션 범죄 드라마,"[3894, 3895, 3896]",[525],272,7.596696145491072
1134,미이라,1999-04-16,71.742,7721,6.9,모험 액션 판타지,"[18269, 3293, 10727]",[7775],564,6.969676891475724
1140,킹스맨: 골든 서클,2017-09-09,71.397,8948,7.0,액션 모험 코미디 SF 범죄,"[5472, 1231, 1303037]",[957],343668,7.032736456238018
1145,익스펜더블 2,2012-08-08,71.137,5919,6.3,액션 모험 스릴러,"[16483, 976, 1336]",[12786],76163,6.620279416558768
1148,노트북,2004-06-25,70.973,9928,7.9,로맨스 드라마,"[53714, 30614, 4800]",[11151],11036,7.677236114040736
1150,쏘우 2,2005-10-28,70.863,4409,6.6,공포,"[2144, 2680, 2138]",[2675],215,6.838039744347042
1157,콩: 스컬 아일랜드,2017-03-08,70.671,9202,6.5,액션 모험 판타지,"[91606, 2231, 1230]",[236539],293167,6.68055773833731
1159,로건,2017-02-28,70.39,17289,7.8,액션 드라마 SF,"[6968, 1464650, 2387]",[366],263115,7.673026667266055
1166,아이스 에이지: 지구 대충돌,2016-06-23,70.273,3901,6.1,모험 애니메이션 가족 코미디 SF,"[15757, 5723, 5724]",[229962],278154,6.60308715543325
1167,메가마인드,2010-10-28,70.254,5867,6.9,애니메이션 액션 코미디 가족 SF,"[23659, 56323, 287]",[18864],38055,6.982922144915279
1168,미션 임파서블: 폴아웃,2018-07-13,70.244,6856,7.4,액션 모험,"[500, 73968, 10182]",[9033],353081,7.294408832559926
1171,지.아이.조: 전쟁의 서막,2009-08-03,70.084,4057,5.8,모험 액션 스릴러 SF,"[6065, 38673, 9562]",[7775],14869,6.439977298169296
1172,귀여운 여인,1990-03-23,70.067,6718,7.4,로맨스 코미디,"[1205, 1204, 1208]",[1201],114,7.2930346736475595
1173,프레데터,1987-06-12,70.053,6613,7.5,SF 액션 모험 스릴러,"[1100, 1101, 1102]",[1090],106,7.3549518696407965
1174,더 퍼지: 거리의 반란,2014-07-17,70.047,5747,6.7,공포 스릴러,"[81685, 37158, 70303]",[53120],238636,6.864636113293752
1176,헌츠맨: 윈터스 워,2016-04-06,69.973,4363,6.3,액션 모험 드라마,"[74568, 6885, 5081]",[1454884],290595,6.680693378513604
1179,미스 페레그린과 이상한 아이들의 집,2016-09-27,69.848,8941,6.8,판타지 모험 가족 드라마,"[10912, 77996, 2231]",[510],283366,6.893345262287262
1180,할로윈,2018-10-18,69.786,4071,6.6,공포 스릴러,"[8944, 20750, 1511997]",[64141],424139,6.848151273012281
1183,독재자,2012-05-15,69.717,5036,6.1,코미디,"[6730, 2282, 1772]",[6767],76493,6.539087612571028
1190,엑소더스: 신들과 왕들,2014-12-03,69.429,4039,5.8,모험 드라마 액션,"[3894, 33192, 2282]",[578],147441,6.441430874367031
1192,백악관 최후의 날,2013-03-20,69.416,5872,6.4,액션 스릴러,"[17276, 6383, 965819]",[20907],117263,6.681998327460414
1199,좀비랜드: 더블 탭,2019-10-09,69.0,4743,7.0,코미디 공포,"[57755, 44735, 54693]",[91268],338967,7.048689266352847
1203,덤보,1941-10-31,68.835,4286,7.0,애니메이션 가족,"[34759, 9084, 69136]",[5691],11360,7.0514120997746845
1206,아리스토캣,1970-12-24,68.724,4369,7.3,애니메이션 코미디 가족 모험,"[57329, 44714, 127264]",[57314],10112,7.20967167527059
1207,천사와 악마,2009-05-13,68.71,6011,6.7,스릴러 미스테리,"[31, 3061, 8786]",[6159],13448,6.860244486143145
1208,장고: 분노의 추적자,2012-12-25,68.709,23259,8.2,드라마 서부,"[134, 27319, 6193]",[138],68718,8.04368906536595
1209,키싱 부스,2018-05-11,68.659,6682,7.3,로맨스 코미디,"[125025, 518627, 2034418]",[1066705],454983,7.22944168048436
1213,세븐틴 어게인,2009-03-25,68.585,4510,6.3,코미디,"[29222, 41087, 539]",[58552],16996,6.674028070433387
1219,다이버전트,2014-03-14,54.916,11567,6.9,액션 모험 SF,"[94185, 587020, 15852]",[17329],157350,6.95233544809155
1225,28일 후,2002-10-31,54.771,5632,7.2,공포 스릴러 SF,"[2037, 2038, 2039]",[2034],170,7.162485782660088
1228,마스크,1994-07-29,56.805,8744,6.9,로맨스 코미디 범죄 판타지,"[206, 6941, 20899]",[26713],854,6.964033228769495
1231,써커 펀치,2011-03-24,54.298,4119,6.1,액션 판타지 스릴러,"[70456, 37260, 20089]",[15217],23629,6.589386593299027
1237,마션,2015-09-30,66.892,17545,7.7,드라마 모험 SF,"[1892, 83002, 8447]",[578],286217,7.592676015088364
1244,워크래프트: 전쟁의 서막,2016-05-25,58.012,5985,6.3,액션 모험 판타지,"[77700, 52851, 11107]",[81850],68735,6.618137947458081
1245,마다가스카 2,2008-10-30,61.186,5952,6.5,가족 모험 애니메이션 코미디,"[7399, 2632, 14409]",[18863],10527,6.74020529369371
1247,빽 투 더 퓨쳐,1985-07-03,69.131,17183,8.3,모험 코미디 SF,"[521, 1062, 1063]",[24],105,8.080167054884367
